analysisGender2Category,analysisGender3Category,analysisHasSecondaryMorphYN,analysisInternalChanges,analysisMutability,analysisNotes,analysisPluralPattern,analysisPluralPatternSecondary,analysisPluralSplitYN,analysisPluralTheme,analysisPluralThemeSecondary,analysisRAugSplitYN,analysisRAugVowel,analysisSemanticCoreYN,analysisSingularTheme,lexiconAnimateYN,lexiconGender,lexiconGlossEnglish,lexiconGlossFrench,lexiconHumanYN,lexiconjGender,lexiconLoanwordNotes,lexiconLoanwordSource,lexiconPOS,lexiconSemanticField,lexiconSexGender,recordDataSource,recordID,word1MSF,word2MSB,word3MPF,word4MPB,word5FSF,word6FSB,word7FPF,word8FPB,wordDerivedCategory,wordDerivedCategoryNotes,wordDerivedInput,wordDerivedInputGloss,wordFemBase,wordFemSecondary,wordLexBitVector,wordMascBase,wordMascSecondary,wordNumSemanticCategory,p_stem_sing_syllabified,p_stem_sing_LH,p_stem_sing_foot,p_LH_count_heavies,p_LH_count_moras,p_foot_count_feet,p_foot_residue
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,!zzhr,N,M,luck,chance,N,,,Arabic-Unassimilated,N,Emotion,,Boukous 1977,2369,!zzhr,!zzhr,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,zz.hr,HL,Fl,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,Assumption: /-at/ plural suffix.,External,,N,!zzizwar,,Y,A,N,!zzizwar,N,M,shaver,rasoir,N,,,French,N,Body Parts & Functions,,Boukous 1977,2370,!zzizwar,!zzizwar,!zzizwarat,!zzizwarat,!tazzizwart,!tazzizwart,!tizzizwarin,!tzzizwarin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,z.ziz.war,LHH,lFF,1,5,2,1
Masculine,Neutral,,Ablaut,Neutral,"
",Internal,,N,!zʕdad,,Y,A,Y,!zʕdud,Y,M,monkey,singe,N,,,Native,N,Animals,NonSpec,Boukous 1977,2371,!zʕdud,!zʕdud,!izʕdad,!izʕdad,!tazʕdutt,!tzʕdutt,!tizʕdad,!tzʕdad,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,zʕ.dud,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,External,,N,!qqndar,,,A,N,!qqndar,N,M,quintal,quintal,N,,,Arabic-Assimilated,N,Quantity & Number,,Boukous 1977,2373,!aqqndar,!uqqndar,!iqqndarn,!iqqndarn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,q.qn.dar,LLH,FF,1,4,2,0
Masculine,Masculine,Yes,Ablaut,Variable-Masc,,Internal,External,Y,!tbsal,!tbsil,,A,N,!tbsil,N,M,dish,"plat, assiette",N,,,Unknown,N,Food & Drink,,Boukous 1977,2374,!atbsil,!utbsil,!itbsal,!itbsal,!tatbsilt,!ttbsilt,!titbsilin,!ttbsilin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,tb.sil,HH,FF,1,4,2,0
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,!zalim,,,A,N,!zalim,N,M,onion,oignon,N,,,Native,N,Food & Drink,,Boukous 1977,2375,!azalim,!uzalim,,,!tazalimt,!tzalimt,!tizalimin,!tzalimin,Underived,,NotAppl,,0.0,UNIT,1100-1111,1.0,,5-UNIT,za.lim,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,Stem phonology: VV deletion,External,External,Y,brrani,brran,,A,Y,brrani,Y,M,foreigner,étranger,Y,,,Native,N,Social Relations,NonSpec,Boukous 1977,2377,abrrani,ubrrani,ibrranin,ibrranin,tabrranit,tbrranit,tibrranin,tbrraninn,Adjective Of Origin,,!brra (verb),out,0.0,,1111-1111,1.0,,,br.ra.ni,LLL,lF,0,3,1,1
Masculine,Neutral,,,Neutral,Stem phonology: epenthesis,External,External,Y,brʒwazi,brʒwazij,,A,Y,brʒwazi,Y,M,Bourgeois,bourgeois,Y,,,French,N,Social Relations,NonSpec,Boukous 1977,2378,abrʒwazi,ubrʒwazi,ibrʒwazin,ibrʒwazin,tabrʒwazit,tbrʒwazit,tibrʒwazijin,tbrʒwazijin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,brʒ.wa.zi,HLL,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,External,,N,adis,,,Zero,N,adis,N,M,stomach,ventre,N,,,Native,N,Body Parts & Functions,,Boukous 1977,2379,adis,wadis,adisn,adisn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,a.dis,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,Stem phonology: epenthesis,External,External,Y,fasi,fasij,,A,Y,fasi,Y,M,from Fes,originaire de Fes,Y,,,Arabic-Assimilated,N,Social Relations,NonSpec,Boukous 1977,2381,afasi,ufasi,ifasin,ifasin,tafasit,tfasit,tifasijin,tfasijin,Adjective Of Origin,,fas (noun),Fes,0.0,,1111-1111,1.0,,,fa.si,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,fasi,N,M,straight,droit (adj.),N,,,Native,N,Spatial Relations,,Boukous 1977,2703,afasi,ufasi,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,fa.si,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,Only Plural,,N,aggag,,,Zero,N,,N,M,thunder,tonnerre,N,,,Native,N,Physical World,,Boukous 1977,2382,,,aggagn,waggagn,,,,,Underived,,NotAppl,,0.0,,0011-0000,3.0,,,,,,0,0,0,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,gʷns,N,M,inside,dedans,N,,,Native,N,Spatial Relations,,Boukous 1977,2383,agʷns,ugʷns,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,gns,H,F,1,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,gʷri,N,M,"perile, doom","péril, perte",N,,,Native,N,Emotion,,Boukous 1977,2384,agʷri,ugri,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,g.ri,LL,F,0,2,1,0
Masculine,Neutral,,,Neutral,,External,,N,ħttab,,,A,Y,ħttab,Y,M,woodcutter,bûcheron,Y,,,Arabic-Assimilated,N,Possession & Trade,NonSpec,Boukous 1977,2385,aħttab,uħttab,iħttabn,iħttabn,taħttabt,tħttabt,tiħttabin,tħttabin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,ħt.tab,HH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,External,,N,ħwaʃ,,,A,N,ħwaʃ,N,M,festive round,dance collective traditionnelle,N,,,Native,N,Language & Music,,Boukous 1977,2386,aħwaʃ,aħwaʃ,iħwaʃn,iħwaʃn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,ħ.waʃ,LH,lF,1,3,1,1
Masculine,Neutral,,Suppletion,Neutral,"Suppletion: may have derived from a compound /gu + ma/ 'from my mother'. Plural: ajt + ma, 'the family of my mother'",Internal,Mixed,Y,ajtma,isttma,,Zero,Y,gʷma,Y,M,"brother, sister",frère,Y,,,Native,N,Mankind,NonSpec,Boukous 1977,2387,gʷma,gʷma,ajtma,ajtma,ultma,ultma,isttma,isttma,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,g.ma,LL,F,0,2,1,0
Masculine,Neutral,,,Neutral,Stem phonology: epenthesis,External,External,N,mrrakʃi,mrrakʃij,,A,Y,mrrakʃi,Y,M,Marrakchi,originaire de Marrakech,Y,,,Native,N,Social Relations,NonSpec,Boukous 1977,2388,amrrakʃi,umrrakʃi,imrrakʃin,imrrakʃin,tamrrakʃit,tmrrakʃit,timrrakʃijin,tmrrakʃijin,Adjective Of Origin,,,,0.0,,1111-1111,1.0,,,mr.rak.ʃi,LHL,lFl,1,4,1,1
Masculine,Masculine,,Insert C,Fixed-Masc,,Mixed,,N,mttʃut,,,A,N,mttʃu,N,M,food,aliment,N,,,Native,N,Food & Drink,,Boukous 1977,2390,amttʃu,umttʃu,imttʃutn,imttʃutn,,,,,Action Nouns,,ttʃ (verb),be eaten,0.0,,1111-0000,1.0,,,mtt.ʃu,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,amud,N,M,seed,graine,N,,,Native,N,Agriculture & Vegetation,,Boukous 1977,2391,amud,wamud,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,a.mud,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,Stem phonology: epenthesis,External,External,Y,nʃajwi,nʃajwij,,A,Y,nʃajwi,Y,M,canabis smoker,fumeur de cannabis,Y,,,Arabic-Assimilated,N,Food & Drink,NonSpec,Boukous 1977,2392,anʃajwi,unʃajwi,inʃajwin,inʃajwin,tanʃajwit,tnʃajwit,tinʃajwijin,tnʃajwijin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,n.ʃaj.wi,LHL,lFl,1,4,1,1
Masculine,Masculine,,,Fixed-Masc,,Only Plural,,N,aqqd,,,Zero,N,,N,M,embers,braises,N,,,Native,N,Physical World,,Boukous 1977,2393,,,aqqdn,waqqdn,,,,,Action Nouns,,qqd (verb),sear,0.0,,0011-0000,3.0,,,,,,0,0,0,0
Masculine,Masculine,Yes,,Variable-Masc,Variant aʁalim,External,,N,ʁanim,,,A,N,ʁanim,N,M,reed,roseau,N,,,Native,N,Agriculture & Vegetation,,Boukous 1977,2394,aʁanim,uʁanim,iʁanimn,iʁanimn,taʁanimt,tʁanimt,tiʁanimin,tʁanimin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,ʁa.nim,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,,External,,N,ʃfnaʒ,,,A,Y,ʃfnaʒ,Y,M,"beignet maker, seller","vendeur de beignets, qui fait les beignets",Y,,,Arabic-Assimilated,N,Possession & Trade,NonSpec,Boukous 1977,2395,aʃfnaʒ,uʃfnaʒ,iʃfnaʒn,iʃfnaʒn,taʃfnaʒt,tʃfnaʒt,tiʃfnaʒin,tʃfnaʒin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,ʃf.naʒ,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,"Variation: variant of 2395
Stem phonology: epenthesis",External,External,Y,ʃfnaʒi,ʃfnaʒij,,A,Y,ʃfnaʒi,Y,M,Manufacturer of beignet,venduer de beignets,Y,,,Arabic-Assimilated,N,Possession & Trade,NonSpec,Boukous 1977,2396,aʃfnaʒi,uʃfnaʒi,iʃfnaʒin,iʃfnaʒin,taʃfnaʒit,tʃfnaʒit,tiʃfnaʒijin,tʃfnaʒijin,Occupational Nouns,,ʃʃfnʒ (noun),,0.0,,1111-1111,1.0,,,ʃf.na.ʒi,LLL,lF,0,3,1,1
Masculine,Neutral,,,Neutral,"Mutability: unclear what gender signifies, masc and fem forms in free variation.
",No Plural,,N,,,,A,Y,sga,N,M,cheek,côté,N,,,Native,N,Body Parts & Functions,,Boukous 1977,2397,asga,usga,,,tasga,tsga,,,Underived,,NotAppl,,0.0,,1100-1100,1.0,,,s.ga,LL,F,0,2,1,0
Masculine,Neutral,,,Neutral,Stem phonology: epenthesis,External,External,Y,sʕdi,sʕdij,,A,Y,sʕdi,Y,M,lucky person,chanceux,Y,,,Arabic-Assimilated,N,Emotion,NonSpec,Boukous 1977,2398,asʕdi,usʕdi,isʕdin,isʕdin,tasʕdit,tsʕdit,tisʕdijin,tsʕdijin,Agentives,,ssʕd (noun),luck,0.0,,1111-1111,1.0,,,sʕ.di,LL,F,0,2,1,0
Masculine,Masculine,,Insert C,Fixed-Masc,,Mixed,,N,wttut,,,A,N,wttu,N,M,plot,parcelle,N,,,Native,N,Physical World,,Boukous 1977,2399,awttu,uwttu,iwttutn,iwttutn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,wt.tu,HL,Fl,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,χmmas,,,A,N,χmmas,Y,M,sharecropper,métayer,Y,,,Arabic-Assimilated,N,Agriculture & Vegetation,NonSpec,Boukous 1977,2400,aχmmas,uχmmas,iχmmasn,iχmmasn,taχmmast,tχmmast,tiχmmasin,tχmmasin,Underived,,NotAppl,,0.0,POLY,1111-1111,1.0,,5-POLY,χm.mas,LH,lF,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,χrraz,,,A,N,χrraz,Y,M,shoemaker,cordonnier,Y,,,Native,N,Possession & Trade,NonSpec,Boukous 1977,2401,aχrraz,uχrraz,iχrrazn,iχrrazn,taχrrazt,tχrrazt,tiχrrazin,tχrrazin,Underived,,NotAppl,,0.0,POLY,1111-1111,1.0,,5-POLY,χr.raz,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,id Plural,,N,baba,,,Zero,Y,baba,Y,M,father,père,Y,,,Native,N,Mankind,Male,Boukous 1977,2403,baba,baba,id baba,id baba,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,ba.ba,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,Data transformation: original stem was bʷ but bbʷa not possible so removed labialization.,id Plural,,N,bba,,,Zero,Y,bba,Y,M,father,père,Y,,,Native,N,Mankind,Male,Boukous 1977,2404,bba,bba,id bba,id bba,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,b.ba,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lbgri,Y,M,cattle,bovin,N,,,Arabic-Assimilated,N,Animals,NonSpec,Boukous 1977,2405,lbgri,lbgri,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,l.bg.ri,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,Assumption: /-at/ plural suffix.,External,,N,bnadm,,,Zero,N,bnadm,Y,M,human being,être humain,Y,,,Arabic-Unassimilated,N,Mankind,NonSpec,Boukous 1977,2406,bnadm,bnadm,bnadmat,bnadmat,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,b.na.dm,LLL,lF,0,3,1,1
Masculine,Neutral,,,Neutral,,id Plural,,N,bulhmum,,,Zero,Y,bulhmum,Y,M,"careworn person, worrier",anxieux,Y,,,Arabic-Assimilated,N,Emotion,NonSpec,Boukous 1977,2407,bulhmum,bulhmum,id bulhmum,id bulhmum,mmulhmum,mmulhmum,id mmulhmum,id mmulhmum,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,bu.lh.mum,LLH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,ddarak,N,M,gendarmerie,gendarmerie,N,,,Arabic-Unassimilated,N,Warfare & Hunting,,Boukous 1977,2408,ddarak,ddarak,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,d.da.rak,LLH,FF,1,4,2,0
Masculine,Masculine,,Templatic,Fixed-Masc,,Internal,,N,ddhubat,,,Zero,N,ddhb,N,M,gold,or,N,,,Arabic-Unassimilated,N,Physical Acts & Materials,,Boukous 1977,2409,ddhb,ddhb,ddhubat,ddhubat,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,d.dhb,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,"Stem phonology: epenthesis
Assumption: /-at/ plural suffix.",External,,N,ddibbuj,,,Zero,N,ddibbu,N,M,depot,dépôt,N,,,French,N,Physical Acts & Materials,,Boukous 1977,2410,ddibbu,ddibbu,ddibbujat,ddibbujat,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,d.dib.bu,LHL,lFl,1,4,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,ddikr,N,M,qoran reading,psalmodie,N,,,Arabic-Unassimilated,N,Religion & Beliefs,,Boukous 1977,2411,ddikr,ddikr,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,d.di.kr,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,ddl,N,M,submission,soumission,N,,,Arabic-Unassimilated,N,Social Relations,,Boukous 1977,2412,ddl,ddl,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,d.dl,LL,F,0,2,1,0
Masculine,Masculine,,Templatic,Fixed-Masc,,Internal,,N,ddnub,,,Zero,N,ddnb,N,M,a sin,péché,N,,,Arabic-Unassimilated,N,Religion & Beliefs,,Boukous 1977,2413,ddnb,ddnb,ddnub,ddnub,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,d.dnb,LH,lF,1,3,1,1
Masculine,Masculine,,Templatic,Fixed-Masc,Suppletion: mutations can't be accounted for with regular processes,Internal,,N,ddrari,,,Zero,N,ddri,Y,M,"child, children",enfants,Y,,,Arabic-Unassimilated,N,Mankind,NonSpec,Boukous 1977,2414,ddri,ddri,ddrari,ddrari,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,dd.ri,HL,Fl,1,3,1,1
Masculine,Neutral,,Ablaut,Neutral,,Internal,External,Y,ddrawʃ,ddriwʃ,Y,A,Y,ddriwʃ,Y,M,gentle or poor person,pauvre ou gentil,Y,,,Native,N,Emotion,NonSpec,Boukous 1977,2415,ddriwʃ,ddriwʃ,ddrawʃ,ddrawʃ,taddriwʃt,tddriwʃt,tiddriwʃin,tddriwʃin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,dd.ri.wʃ,HLL,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,ddrʕ,N,M,coercion,coercition,N,,,Arabic-Unassimilated,N,Social Relations,,Boukous 1977,2416,ddrʕ,ddrʕ,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,d.drʕ,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,dduni,N,F,life,vie ici-bas,N,,,Arabic-Assimilated,N,Time,,Boukous 1977,2417,,,,,ddunit,ddunit,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,d.du.ni,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,dduzan,N,M,tools,outils,N,,,Unknown,N,Physical Acts & Materials,,Boukous 1977,2418,dduzan,dduzan,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,d.du.zan,LLH,FF,1,4,2,0
Masculine,Masculine,,Templatic,Fixed-Masc,"Assumption: initial article /l-/ retained in plural
Stem phonology: degemination, templatic glide insertion
",Internal,,N,ladwija,,,Zero,N,ddwa,N,M,medication,médicament,N,,,Arabic-Unassimilated,N,Body Parts & Functions,,Boukous 1977,2419,ddwa,ddwa,ladwija,ladwija,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,dd.wa,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,Assumption: /-at/ plural suffix.,External,,N,frank,,,Zero,N,frank,N,M,Franc,franc,N,,,French,N,Possession & Trade,,Boukous 1977,2420,frank,frank,frankat,frankat,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,f.ra.nk,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,ħnna,Y,M,"cherished person, like family member",chéri,Y,,,Arabic-Unassimilated,N,Emotion,NonSpec,Boukous 1977,2422,ħnna,ħnna,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,ħn.na,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,I,N,!dgam,N,M,yesterday,hier,N,,,Native,N,Time,,Boukous 1977,2424,!idgam,!idgam,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,d.gam,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,External,,N,drbal,,,A,N,drbal,N,M, used clothings,frippes,N,,,Native,N,Clothing & Adornment,,Boukous 1977,2425,adrbal,udrbal,idrbaln,idrbaln,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,dr.bal,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,I,N,flani,N,M,unknown,untel,N,,,Arabic-Assimilated,N,Mind & Thought,,Boukous 1977,2426,iflani,iflani,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,f.la.ni,LLL,lF,0,3,1,1
Masculine,Neutral,,,Neutral,Stem phonology: latent final glide deletion,External,,N,gdmiw,,,I,Y,gdmi,Y,M,guests,invités,Y,,,Native,N,Social Relations,NonSpec,Boukous 1977,2427,igdmi,igdmi,igdmiwn,igdmiwn,tigdmit,tgdmit,tigdmiwin,tgdmiwin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,gd.mi,LL,F,0,2,1,0
Masculine,Neutral,,Suppletion,Neutral,"To Do: wordforms 3 and 4 exist, but informant doesn't know them.
Singular Theme: illi in feminine",Internal,,N,isti,,,Zero,Y,iwi,Y,N,"daughter, son",fils ou fille,Y,,,Native,N,Mankind,NonSpec,Boukous 1977,2428,iwi,iwi,,,illi,illi,isti,isti,Underived,,NotAppl,,5.0,,1111-1111,1.0,,,i.wi,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,External,,N,malass,,,I,N,malass,N,M,week,semaine,N,,,Native,N,Time,,Boukous 1977,2429,imalass,imalass,imalassn,imalassn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,ma.lass,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,Assumption: [i] is the plural prefix because C-initial themes are in the majority.,Only Plural,,N,mass,,,A/I,N,,N,M,plowshares,soc,N,,,Native,N,Agriculture & Vegetation,,Boukous 1977,2430,,,imassn,imassn,,,,,Underived,,NotAppl,,0.0,,0011-0000,3.0,,,,,,0,0,0,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,Y,immi,Y,F,mother,mère,Y,,,Native,N,Mankind,Female,Boukous 1977,2431,,,,,immi,immi,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,im.mi,HL,Fl,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,Y,inna,Y,F,mother,mère,Y,,,Native,N,Mankind,Female,Boukous 1977,2432,,,,,inna,inna,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,in.na,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,Assumption: [i] is the plural prefix because C-initial themes are in the majority.,Only Plural,,N,rd,,,A/I,N,,N,M,wheat,blé,N,,,Native,N,Food & Drink,,Boukous 1977,2433,,,irdn,irdn,,,,,Underived,,NotAppl,,0.0,,0011-0000,3.0,,,,,,0,0,0,0
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,ʃkkam,,,A,N,ʃkkam,Y,M,informer,délateur,Y,,,Native,N,Language & Music,NonSpec,Boukous 1977,2434,aʃkkam,uʃkkam,iʃkkamn,iʃkkamn,taʃkkamt,tʃkkamt,tiʃkkamin,tʃkkamin,Agentives,,ʃkkm (verb),denouce,0.0,POLY,1111-1111,1.0,,5-POLY,ʃk.kam,HH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,Assumption: [i] is the plural prefix because C-initial themes are in the majority.,Only Plural,,N,bri,,,A/I,N,,N,M,couscous,couscous,N,,,Native,N,Food & Drink,,Boukous 1977,2436,,,ibrin,ibrin,,,,,Underived,,NotAppl,,0.0,,0011-0000,3.0,,,,,,0,0,0,0
Masculine,Masculine,,,Fixed-Masc,,id Plural,,N,kilu,,,Zero,N,kilu,N,M,kilogram,kilogramme,N,,,French,N,Quantity & Number,,Boukous 1977,2437,kilu,kilu,id kilu,id kilu,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,ki.lu,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,"Observation: another native speaker has /lamkina/ as the plural, perhaps as a templatic pattern
Problem: possible transcription error, plural likely [lmakanat], so assume External.
Assumption: /-at/ plural suffix.
",External,,N,lmakant,,,Zero,N,lmakan,N,M,place,"place, endroit",N,,,Arabic-Unassimilated,N,Physical World,,Boukous 1977,2438,lmakan,lmakan,lmakant,lmakant,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.ma.kan,LLH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,ladab,N,M,politeness,politesse,N,,,Arabic-Unassimilated,N,Emotion,,Boukous 1977,2439,ladab,ladab,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,la.dab,LH,lF,1,3,1,1
Masculine,Masculine,,Templatic,Fixed-Masc,,Internal,,N,laħkam,,,Zero,N,lħkam,N,M,judgements,jugements,N,,,Arabic-Unassimilated,N,Law & Judgement,,Boukous 1977,2440,lħkam,lħkam,laħkam,laħkam,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,lħ.kam,HH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,laman,N,M,security,sécurité,N,,,Arabic-Unassimilated,N,Warfare & Hunting,,Boukous 1977,2441,laman,laman,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,la.man,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,"Sex is male is a gender bias, due to convention.
Assumption: /-at/ plural suffix.",External,,N,lamin,,,Zero,Y,lamin,Y,M,representative of craftsmen,doyen d'un profession,Y,,,Arabic-Unassimilated,N,Possession & Trade,Male,Boukous 1977,2442,lamin,lamin,laminat,laminat,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,la.min,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,Assumption: /-at/ plural suffix.,External,,N,lantrit,,,Zero,N,lantrit,N,F,retirement,retraite,N,,,French,N,Time,,Boukous 1977,2443,,,,,lantrit,lantrit,lantritat,lantritat,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,la.nt.rit,LLH,FF,1,4,2,0
Masculine,Masculine,,Templatic,Fixed-Masc,"Stem phonology: templatic glide insertion
",Internal,,N,lawamir,,,Zero,N,lamr,N,M,order,ordres,N,,,Arabic-Unassimilated,N,Warfare & Hunting,,Boukous 1977,2444,lamr,lamr,lawamir,lawamir,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,la.mr,LL,F,0,2,1,0
Masculine,Neutral,,Templatic,Neutral,"Assumption: /la-/ article in the plural
Stem phonology: epenthesis, syncope (a)
",Internal,External,Y,lawlija,lawlij,Y,A,Y,lwali,Y,M,saints,saints,Y,,,Arabic-Assimilated,N,Religion & Beliefs,NonSpec,Boukous 1977,2445,lwali,lwali,lawlija,lawlija,talwalit,tlwalit,talwalijin,tlwalijin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,l.wa.li,LLL,lF,0,3,1,1
Masculine,Masculine,Yes,"Ablaut
Final A",Variable-Masc,"Assumption: masculine plural (with /n/) forms base for feminine
",Mixed,Mixed,Y,lbiba,lbiban,Y,A,N,lbab,N,M,door,porte,N,,,Arabic-Assimilated,N,Dwellings & Furniture,,Boukous 1977,2446,lbab,lbab,lbiban,lbiban,talbabt,tlbabt,talbibanin,tlbibanin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,l.bab,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,"Stem phonology: epenthesis
Assumption: /-at/ plural suffix.",External,,N,lbakij,,,Zero,N,lbaki,N,F,packet,paquet,N,,,French,N,Physical Acts & Materials,,Boukous 1977,2447,,,,,lbakit,lbakit,lbakijat,lbakijat,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.ba.ki,LLL,lF,0,3,1,1
